"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1979","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.46","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.29","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.1","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.43","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.38","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.42","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.89","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.81","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.71","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.84","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.13","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.61","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.7","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","3.05","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.97","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.9","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.07","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.85","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.82","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.95","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.83","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.93","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.54","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.43","","","","","","","","","","","","","","",""
"SURVEY","1979","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.44","","","","","","","","","","","","","","",""
"SURVEY","1979","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","570,000","","","","502,000","","","","90,335,000","","30,622,000","","61","","46,000","","","","529,000","","11.5",""
"SURVEY","1979","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","60,000","","","","45,000","","","","16,250,000","","5,175,000","","115","","12,000","","","","264,000","","22",""
"SURVEY","1979","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","50,000","","","","35,000","","","","5,481,000","","2,030,000","","58","","8,000","","","","80,000","","10",""
"SURVEY","1979","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","430,000","","","","260,000","","","","99,169,000","","30,420,000","","117","","168,000","","","","3,696,000","","22",""
"SURVEY","1979","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,015,000","","","","760,000","","","","244,196,000","","96,520,000","","127","","240,000","","","","4,800,000","","20",""
"SURVEY","1979","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","172,000","","","","159,000","","","","47,032,000","","16,218,000","","102","","11,000","","","","171,000","","15.5",""
"SURVEY","1979","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","401,000","","","","339,000","","","","51,206,000","","17,967,000","","53","","19,000","","","","257,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,670,000","","","","1,550,000","","","","288,145,000","","100,750,000","","65","","84,000","","","","1,092,000","","13",""
"SURVEY","1979","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","143,000","","","","50,000","","","","12,760,000","","4,400,000","","88","","90,000","","","","1,755,000","","19.5",""
"SURVEY","1979","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","11,300,000","","","","11,050,000","","","","3,606,610,000","","1,403,350,000","","127","","230,000","","","","3,680,000","","16",""
"SURVEY","1979","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","6,250,000","","","","6,030,000","","","","1,722,168,000","","675,360,000","","112","","134,000","","","","2,211,000","","16.5",""
"SURVEY","1979","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","13,750,000","","","","13,100,000","","","","4,026,154,000","","1,663,700,000","","127","","600,000","","","","10,500,000","","17.5",""
"SURVEY","1979","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,750,000","","","","1,470,000","","","","431,695,000","","171,990,000","","117","","245,000","","","","3,920,000","","16",""
"SURVEY","1979","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,440,000","","","","1,300,000","","","","360,672,000","","132,600,000","","102","","115,000","","","","1,955,000","","17",""
"SURVEY","1979","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","57,000","","","","41,000","","","","6,199,000","","2,214,000","","54","","13,000","","","","143,000","","11",""
"SURVEY","1979","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","697,000","","","","595,000","","","","167,290,000","","58,905,000","","99","","97,000","","","","1,504,000","","15.5",""
"SURVEY","1979","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,900,000","","","","2,500,000","","","","584,250,000","","237,500,000","","95","","370,000","","","","4,995,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","6,900,000","","","","6,060,000","","","","1,369,560,000","","606,000,000","","100","","750,000","","","","10,125,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","190,000","","","","110,000","","","","17,732,000","","5,720,000","","52","","72,000","","","","900,000","","12.5",""
"SURVEY","1979","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","2,500,000","","","","2,330,000","","","","583,176,000","","239,990,000","","103","","115,000","","","","1,553,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","85,000","","","","10,000","","","","1,833,000","","770,000","","77","","68,000","","","","1,088,000","","16",""
"SURVEY","1979","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","7,600,000","","","","7,150,000","","","","1,989,845,000","","822,250,000","","115","","400,000","","","","6,200,000","","15.5",""
"SURVEY","1979","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","137,000","","","","95,000","","","","24,710,000","","8,550,000","","90","","39,000","","","","585,000","","15",""
"SURVEY","1979","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","106,000","","","","74,000","","","","23,705,000","","8,436,000","","114","","28,000","","","","490,000","","17.5",""
"SURVEY","1979","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,300,000","","","","650,000","","","","162,058,000","","59,800,000","","92","","625,000","","","","8,438,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,850,000","","","","1,690,000","","","","364,770,000","","128,440,000","","76","","130,000","","","","1,885,000","","14.5",""
"SURVEY","1979","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","590,000","","15,000","","313,000","","","","50,668,000","","23,788,000","","76","","252,000","","","","1,688,000","","6.7",""
"SURVEY","1979","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,850,000","","","","3,630,000","","","","1,089,545,000","","417,450,000","","115","","192,000","","","","2,880,000","","15",""
"SURVEY","1979","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","125,000","","","","75,000","","","","22,275,000","","8,250,000","","110","","41,000","","","","656,000","","16",""
"SURVEY","1979","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","47,000","","","","12,000","","","","3,843,000","","1,260,000","","105","","32,000","","","","704,000","","22",""
"SURVEY","1979","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,725,000","","","","1,280,000","","","","361,152,000","","121,600,000","","95","","430,000","","","","6,450,000","","15",""
"SURVEY","1979","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","570,000","","","","509,000","","","","118,088,000","","40,720,000","","80","","44,000","","","","594,000","","13.5",""
"SURVEY","1979","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","3,440,000","","","","2,850,000","","","","436,563,000","","210,900,000","","74","","520,000","","","","4,056,000","","7.8",""
"SURVEY","1979","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","750,000","","","","620,000","","","","150,195,000","","52,700,000","","85","","116,000","","","","1,914,000","","16.5",""
"SURVEY","1979","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,400,000","","","","1,260,000","","","","373,086,000","","132,300,000","","105","","105,000","","","","1,733,000","","16.5",""
"SURVEY","1979","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","96,000","","","","16,000","","","","4,437,000","","1,504,000","","94","","76,000","","","","1,482,000","","19.5",""
"SURVEY","1979","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","810,000","","","","615,000","","","","144,457,000","","51,045,000","","83","","180,000","","","","2,700,000","","15",""
"SURVEY","1979","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","148,000","","","","97,000","","","","34,958,000","","11,931,000","","123","","50,000","","","","1,100,000","","22",""
"SURVEY","1979","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","98,000","","","","59,000","","","","13,338,000","","5,251,000","","89","","35,000","","","","525,000","","15",""
"SURVEY","1979","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,050,000","","","","3,080,000","","","","770,893,000","","317,240,000","","103","","900,000","","","","10,800,000","","12",""
"SURVEY","1979","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","87,000","","","","29,000","","","","6,156,000","","2,523,000","","87","","54,000","","","","891,000","","16.5",""
"SURVEY","1978","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.35","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.5","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.4","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.88","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.26","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.33","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.1","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.46","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.35","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.3","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.23","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.17","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.35","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.4","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.4","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.38","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.22","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.08","","","","","","","","","","","","","","",""
"SURVEY","1978","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","2.65","","","","","","","","","","","","","","",""
